"Name","Character","IsDefaultSkin","EnabledByCalendar","TID","Icon","Geometry","Texture","NormalMap","MaterialMap","EmissionMap","SWF","SWFTextureExportName","Animation","AltAnimation","CameraDistance","ViewportWidth","ViewportHeight","CelebrateSfx","CelebrateSfxVolume","DeployEffect","AttackEffect","AttackEffect2","AttackEffectAlt","AttackEffect2Alt","HitEffect","DieEffect","AbilityTriggerEffect","AbilityEffect","AbilityActivationEffect","AbilityHitEffect","SkinChangeEffect","ParticleEffect3D","AbilityEffect3D","GunBone","ShadowBone","ProjectileVis","RageProjectileVis","AbilityProjectileVis","SpawnedTroopAnimation","Environment","EnvironmentMenu","EnvironmentWardrobe","MakeCreator","ShadowScale","Tier","ThemeIcon","ThemeTID","ThemeYear","FeatureCustomModel","FeatureCustomTextures","FeatureCustomAnimations","FeatureCustomEffects","FeatureCustomSounds","FeatureCustomVoiceovers","FeatureCustomUnits","FeatureExtraAnimations","FeatureExtraEffects","FeatureExtraSounds","ShadowSWF","ShadowExportName","ShadowAlpha","OutlineSize","PortraitCameraPosition","PortraitCameraLookAt","PortraitCameraFov","PortraitCameraDefaultModelRotation","PortraitCameraArmyScreenFovAdd","PortraitCameraArmyScreenAltitudeChange","PortraitCameraInfoScreenFovAdd","PortraitCameraInfoScreenAltitudeChange","UseMenuPoseInPortrait","BloomStrength","BloomThreshold"
"ClashoweenWarden","Grand Warden","FALSE","FALSE","TID_CLASHOWEEN_WARDEN","image/skin_icons/gw_clashoween24_dl_opt.sctx","sc3d/grandwarden_clashoween_geo_dl_opt.glb","sc3d/grandwarden_clashoween_a_dl_opt.sctx","sc3d/grandwarden_clashoween_n_dl_opt.sctx","sc3d/grandwarden_clashoween_m_dl_opt.sctx","sc3d/grandwarden_clashoween_e_dl_opt.sctx",,,"GrandWardenClashoweenSkin","GrandWardenFlyClashoweenSkin",10000,225,225,,,"GrandWarden_Clashoween24_Deploy","GrandWarden clashoween24 Attack",,"GrandWarden clashoween24 Attack",,"Grand Warden clashoween Hit","GrandWarden_Clashoween24_Die",,,,,,,,"fx_beam_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;3800","0;2000;0",30,55,11,-350,35,0,"FALSE",20,100
"TH17Warden","Grand Warden","FALSE","FALSE","TID_TH17_WARDEN","image/skin_icons/gw_judgement_dl_opt.sctx","sc3d/grandwarden_th17_geo_dl_opt.glb","sc3d/grandwarden_th17_a_dl_opt.sctx","sc3d/grandwarden_th17_n_dl_opt.sctx","sc3d/grandwarden_th17_m_dl_opt.sctx","sc3d/grandwarden_th17_e_dl_opt.sctx",,,"GrandWardenTH17Skin","GrandWardenFlyTH17Skin",10000,225,225,,,"GrandWarden_Judgement_Deploy","GrandWarden_Judgement_Attack_VFX",,"GrandWarden_Judgement_Attack_VFX",,"Grand Warden judgement Hit","GrandWarden_Judgement_Die",,,,,,,,"fx_staff_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;4300","0;1600;0",30,55,10,-375,21,150,"FALSE",20,100
"IceWarden","Grand Warden","FALSE","FALSE","TID_ICE_WARDEN","image/skin_icons/gw_ice_dl_opt.sctx","sc3d/grandwarden_ice_geo_dl_opt.glb","sc3d/grandwarden_ice_a_dl_opt.sctx","sc3d/grandwarden_ice_n_dl_opt.sctx","sc3d/grandwarden_ice_m_dl_opt.sctx","sc3d/grandwarden_ice_e_dl_opt.sctx",,,"GrandWardenIceSkin","GrandWardenFlyIceSkin",10000,225,225,,,"GrandWarden_Ice_Deploy","chr_gw_iceSkin_Attack",,"chr_gw_iceSkin_AttackAir",,"chr_gw_iceSkin_Hit","GrandWarden_Ice_Die",,,,,,,,"fx_snowflake01_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,10,-300,29,200,"FALSE",20,100
"LNY25Warden","Grand Warden","FALSE","FALSE","TID_LNY25_WARDEN","image/skin_icons/gw_lny25_dl_opt.sctx","sc3d/grandwarden_lny25_geo_dl_opt.glb","sc3d/grandwarden_lny25_a_dl_opt.sctx","sc3d/grandwarden_lny25_n_dl_opt.sctx","sc3d/grandwarden_lny25_m_dl_opt.sctx","sc3d/grandwarden_lny25_e_dl_opt.sctx",,,"GrandWardenLny2025Skin","GrandWardenFlyLny2025Skin",10000,225,225,,,"GrandWarden LNY2025 Deploy","GrandWarden LNY2025 AtkMute",,"GrandWarden LNY2025 AtkMute",,"GrandWarden LNY2025 Hit","GW_LNY2025_Die",,,,,,,,"Pill_s",,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","-90;1600;0",30,55,11,-300,23,0,"FALSE",50,100
"MilitaryWarden","Grand Warden","FALSE","FALSE","TID_MILITARY_WARDEN","image/skin_icons/gw_action_dl_opt.sctx","sc3d/grandwarden_military_geo_dl_opt.glb","sc3d/grandwarden_military_a_dl_opt.sctx","sc3d/grandwarden_military_n_dl_opt.sctx","sc3d/grandwarden_military_m_dl_opt.sctx","sc3d/grandwarden_military_e_dl_opt.sctx",,,"GrandWardenMilitarySkin","GrandWardenFlyMilitarySkin",10000,225,225,,,"ps_gw_militaryskin_deploy","ps_gw_militaryskin_attack",,"ps_gw_militaryskin_attack_alt",,"ps_gw_militaryskin_hit","GrandWarden_Military_Die",,,,,,,,"visor_s",,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;4300","70;1800;0",30,55,13,-450,17,-200,"FALSE",30,100
"April25Warden","Grand Warden","FALSE","FALSE","TID_APRIL25_WARDEN","image/skin_icons/gw_april25_dl_opt.sctx","sc3d/grandwarden_april25_geo_dl_opt.glb","sc3d/grandwarden_april25_a_dl_opt.sctx","sc3d/grandwarden_april25_n_dl_opt.sctx","sc3d/grandwarden_april25_m_dl_opt.sctx","sc3d/grandwarden_april25_e_dl_opt.sctx",,,"GrandWardenApril25Skin","GrandWardenFlyApril25Skin",10000,225,225,,,"gw_april25skin_Deploy","gw_april25skin_attack",,"gw_april25skin_Attack_Fly",,"gw_april25skin_Hit","GrandWarden_April25_Die",,,,,,,,"scythe_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1600;4300","0;1800;0",30,55,10,-375,21,-100,"FALSE",30,100
"GrandWarden037","Grand Warden","FALSE","FALSE","TID_JAPAN_WARDEN","image/skin_icons/gw_japan25_dl_opt.sctx","sc3d/grandwarden_japan_geo_dl_opt.glb","sc3d/grandwarden_japan_a_dl_opt.sctx","sc3d/grandwarden_japan_n_dl_opt.sctx","sc3d/grandwarden_japan_m_dl_opt.sctx",,,,"GrandWardenJapanSkin","GrandWardenFlyJapanSkin",10000,225,225,,,"gw_japan25Skin_Deploy","gw_japan25skin_attack",,"gw_japan25skin_attack",,"gw_japan25Skin_Hit","GrandWarden_Japan25_Die",,,,,,,,"ring_2_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","-150;1700;0",30,55,7,-200,23,-100,"FALSE",20,90
"GrandWarden038","Grand Warden","FALSE","FALSE","TID_DARKDAYS_WARDEN","image/skin_icons/gw_darkdays_dl_opt.sctx","sc3d/grandwarden_darkdays_geo_dl_opt.glb","sc3d/grandwarden_darkdays_a_dl_opt.sctx","sc3d/grandwarden_darkdays_n_dl_opt.sctx","sc3d/grandwarden_darkdays_m_dl_opt.sctx",,,,"GrandWardenDarkdaysSkin","GrandWardenFlyDarkdaysSkin",10000,225,225,,,"ps_gw_darkdaysskin_Deploy","ps_gw_darkdaysskin_AttackBeam",,,,"ps_gw_darkdaysskin_hit","GrandWarden_DarkDays_Die",,,,,,,,"silencer_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","-100;1600;0",30,55,7,-200,11,-200,"FALSE",20,90
"GrandWarden039","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,11,-200,"FALSE",0,0
"GrandWarden040","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"GrandWarden041","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"GrandWarden042","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"GrandWarden043","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"GrandWarden044","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"GrandWarden045","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"GrandWarden046","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"GrandWarden047","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"GrandWarden048","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"GrandWarden049","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"GrandWarden050","Grand Warden","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"MinionHeroDefault","Minion Hero","TRUE","FALSE","TID_MINION_HERO","image/skin_icons/mp_original.sctx","sc3d/princeminion_default_geo.glb","sc3d/princeminion_default_a.sctx","sc3d/princeminion_default_n.sctx","sc3d/princeminion_default_m.sctx","sc3d/princeminion_default_e.sctx",,,"MinionDefaultSkin",,10000,225,225,,,"Minion Prince Deploy","Minion Prince Attack",,,,"Minion Prince Hit","Minion Prince Die",,,,,,,,"fx_stick_s","hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,100,"DEFAULT",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",,,,0,"0;900;4300","0;1750;0",30,55,12,-500,16,-500,"TRUE",20,100
"LNYPrince","Minion Hero","FALSE","FALSE","TID_LNY25_PRINCE","image/skin_icons/mp_lny25_dl_opt.sctx","sc3d/princeminion_lny25_geo_dl_opt.glb","sc3d/princeminion_lny25_a_dl_opt.sctx","sc3d/princeminion_lny25_n_dl_opt.sctx","sc3d/princeminion_lny25_m_dl_opt.sctx","sc3d/princeminion_lny25_e_dl_opt.sctx",,,"MinionLny2025Skin",,10000,225,225,,,"Minion LNY2025 Deploy","Minion Prince Attack",,,,"Minion_LNY2025_attack_hit","Minion LNY2025 Die",,,,,,,,"stick_s","hips_s","skin_MP_lny2025_AttackProjectile",,"skin_MP_lny2025_projectile_DarkOrb",,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE",,,,0,"0;900;5500","0;1750;0",30,55,9,-400,16,-400,"TRUE",10,100
"MilitaryPrince","Minion Hero","FALSE","FALSE","TID_MILITARY_PRINCE","image/skin_icons/mp_action_dl_opt.sctx","sc3d/princeminion_military_geo_dl_opt.glb","sc3d/princeminion_military_a_dl_opt.sctx","sc3d/princeminion_military_n_dl_opt.sctx","sc3d/princeminion_military_m_dl_opt.sctx","sc3d/princeminion_military_e_dl_opt.sctx",,,"MinionMilitarySkin",,10000,225,225,,,"ps_chr_mp_MilitarySkin_Deploy","Minion Prince Attack",,,,"ps_chr_mp_MilitarySkin_Hit","MinionPrince_Military_Die",,,,,,,,"fx_stick_s","hips_s","MinionPrince_MilitarySkin_Projectile",,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE",,,,0,"0;900;4300","0;2000;0",30,55,12,-450,16,-450,"TRUE",40,100
"April25Prince","Minion Hero","FALSE","FALSE","TID_APRIL25_PRINCE","image/skin_icons/mp_april25_dl_opt.sctx","sc3d/princeminion_april25_geo_dl_opt.glb","sc3d/princeminion_april25_a_dl_opt.sctx","sc3d/princeminion_april25_n_dl_opt.sctx","sc3d/princeminion_april25_m_dl_opt.sctx",,,,"MinionApril25Skin",,10000,225,225,,,"e_mp_april25Skin_DeployEffect","Minion Prince Attack",,,,"e_mp_april25Skin_HitEffect","MinionPrince_April25_Die",,,,,,,,"mic_s","hips_s","MinionPrince_April25Skin_Projectile",,,,"Default","DefaultMenu","DefaultWardrobe",,100,"GOLD",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","TRUE",,,,0,"0;2100;4300","0;2100;0",30,55,12,-500,16,-500,"TRUE",40,100
"MinionHero004","Minion Hero","FALSE","FALSE","TID_JAPAN_MINION_PRINCE","image/skin_icons/mp_japan25_dl_opt.sctx","sc3d/minionprince_japan_geo_dl_opt.glb","sc3d/minionprince_japan_a_dl_opt.sctx","sc3d/minionprince_japan_n_dl_opt.sctx","sc3d/minionprince_japan_m_dl_opt.sctx","sc3d/minionprince_japan_e_dl_opt.sctx",,,"MinionJapanSkin",,10000,225,225,,,"ps_mp_japan25skin_Deploy","Minion Prince Attack",,,,"ps_mp_japan25skin_hit","MinionPrince_Japan25_Die",,,,,,,,"stick1_s","hips_s","MinionPrince_Japan25skin_Projectile",,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",,,,0,"0;3000;4300","0;1750;-1500",30,55,12,-200,22,-100,"FALSE",20,90
"MinionHero005","Minion Hero","FALSE","FALSE","TID_DARKDAYS_MINION_PRINCE","image/skin_icons/mp_darkdays_dl_opt.sctx","sc3d/minionprince_darkdays_geo_dl_opt.glb","sc3d/minionprince_darkdays_a_dl_opt.sctx","sc3d/minionprince_darkdays_n_dl_opt.sctx","sc3d/minionprince_darkdays_m_dl_opt.sctx","sc3d/minionprince_darkdays_e_dl_opt.sctx",,,"MinionDarkdaysSkin",,10000,225,225,,,"mp_darkdaysskin_Deploy","Minion Prince Attack",,,,"mp_darkdaysskin_Hit","MinionPrince_DarkDays_Die",,,,,,,,"mnk_head_s","hips_s","MinionPrince_darkdaysskin_Projectile",,,,"Default","DefaultMenu","DefaultWardrobe",,100,"LEGENDARY",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","TRUE","FALSE",,,,0,"0;5000;4300","-50;3200;0",30,55,12,-200,16,-200,"FALSE",20,90
"MinionHero006","Minion Hero","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,11,-200,"FALSE",0,0
"MinionHero007","Minion Hero","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"MinionHero008","Minion Hero","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"MinionHero009","Minion Hero","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"MinionHero010","Minion Hero","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"MinionHero011","Minion Hero","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"MinionHero012","Minion Hero","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"MinionHero013","Minion Hero","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"MinionHero014","Minion Hero","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"MinionHero015","Minion Hero","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"MinionHero016","Minion Hero","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"MinionHero017","Minion Hero","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"MinionHero018","Minion Hero","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"MinionHero019","Minion Hero","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"MinionHero020","Minion Hero","FALSE","TRUE",,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,"Default","DefaultMenu","DefaultWardrobe",,100,,,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;0;0","0;0;0",30,55,7,-200,7,-200,"FALSE",0,0
"LabAssistant",,"TRUE","FALSE","TID_APPRENTICEBUILDER_KING","image/skin_icons/bk_original.sctx","sc3d/research_default_geo.glb","sc3d/research_default_a.sctx","sc3d/research_default_n.sctx","sc3d/research_default_m.sctx","sc3d/research_default_e.sctx",,,"ResearcherBuilderSkin",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,65,"DEFAULT",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","0;650;0",30,55,7,-200,11,-200,"FALSE",20,100
"LabAssistantMenu",,"TRUE","FALSE","TID_APPRENTICEBUILDER_KING","image/skin_icons/bk_original.sctx","sc3d/research_default_geo.glb","sc3d/research_default_a.sctx","sc3d/research_default_n.sctx","sc3d/research_default_m.sctx","sc3d/research_default_e.sctx",,,"ResearcherBuilderMenuSkin",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,65,"DEFAULT",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","0;650;0",30,55,7,-200,11,-200,"FALSE",20,100
"Alchemist",,"TRUE","FALSE","TID_APPRENTICEBUILDER_KING","image/skin_icons/bk_original.sctx","sc3d/alchemist_default_geo.glb","sc3d/alchemist_default_a.sctx","sc3d/alchemist_default_n.sctx","sc3d/alchemist_default_m.sctx","sc3d/alchemist_default_e.sctx",,,"AlchemistSkin",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,65,"DEFAULT",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","0;650;0",30,55,7,-200,11,-200,"FALSE",20,100
"AlchemistMenu",,"TRUE","FALSE","TID_APPRENTICEBUILDER_KING","image/skin_icons/bk_original.sctx","sc3d/alchemist_default_geo.glb","sc3d/alchemist_default_a.sctx","sc3d/alchemist_default_n.sctx","sc3d/alchemist_default_m.sctx","sc3d/alchemist_default_e.sctx",,,"AlchemistMenuSkin",,10000,225,225,,,,,,,,,,,,,,,,,,"hips_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,65,"DEFAULT",,,0,"TRUE","TRUE","TRUE","TRUE","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1450;3800","0;650;0",30,55,7,-200,11,-200,"FALSE",20,100
"PetBatDefault","AirSpawnerPet","TRUE","FALSE",,"image/skin_icons/bk_original.sctx","sc3d/bat_default_geo.glb","sc3d/bat_default_a.sctx","sc3d/bat_default_n.sctx","sc3d/bat_default_m.sctx",,,,"AirSplitPet","AirSplitPetNoAttack",10000,225,225,,,,,,,,,,,,,,,,,"nose_s","hip_s",,,,,"Default","DefaultMenu","DefaultWardrobe",,80,"DEFAULT",,,0,"FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE",,,,0,"0;1500;3800","0;1600;0",30,55,7,-200,11,-200,"FALSE",20,100
